㞮	deru
磠	suna
磡	kan
磤	in
磦	mine
磧	kawara
磨	migaku
磪	kewashii
磬	uchiishi
磯	iso
磲	kyo
磳	ishi
磴	ishizaka
磶	ishizue
磷	nagareru
磺	aragane
磻	ishi
磽	kou
磿	reki
礀	tani
礁	kakureiwa
礆	kewaashii
礇	iku
礌	otosu
礎	ishizue
礐	kaku
礑	hatato
礒	iso
礙	samatageru
礚	kai
礜	yo
礞	ishi
礟	ishihajiki
礠	ji
礡	majiru
礥	mutsukashii
礦	aragane
礧	rai
礩	ishizue
礪	arato
礫	koishi
礬	ban
礭	muchi
礱	togu
礴	majiru
礵	hiso
示	shimesu
礻	shimesuhen
礼	uya
礽	saiwai
社	yashiro
礿	matsuri
祀	matsuru
祁	ooini
祄	tasukeru
祅	wazawai
祆	ken
祇	kunitsukami
祈	inoru
祉	saiwai
祊	matsuri
祋	hoko
祏	ihai
祐	tasukeru
祑	chitsu
祓	harau
祔	awasematsuru
祕	himeru
祖	jiji
祗	tsutsushimu
祘	kazoeru
祙	oni
祚	saiwai
祛	harau
祜	saiwai
祝	iwau
神	kami
祟	tatari
祠	hokora
祢	katashiro
祥	saiwai
祧	chou
票	fuda
祩	norou
祫	matsuru
祭	matsuru
祲	shin
祷	inoru
祹	saiwai
祺	saiwai
祻	matsuri
祼	matsuri
祾	itsukushimi
祿	saiwai
禀	komegura
禁	todomeru
禄	fuchi
禅	yuzuru
禊	misogi
禋	matsuru
禌	ikou
禍	wazawai
禎	saiwai
福	saiwai
禑	saiwai
禓	matsuri
禔	saiwai
禕	yoi
禖	bai
禘	matsuri
禛	ukeru
禜	ei
禝	shoku
禡	matsuri
禦	fusegu
禧	saiwai
禨	kizashi
禩	shi
禪	yuzuru
禫	matsuri
禮	rei
禯	matsuri
禰	katashiro
禱	inoru
禳	harau
禴	matsuri
禸	ashiato
禹	mushi
禺	onagasaru
离	chi
禽	toriko
禾	ine
禿	hage
秀	hiideru
私	watashi
秂	jin
秃	hage
秄	tsuchikau
秇	gei
秈	uruchi
秉	toru
秊	toshi
秋	aki
种	osanai
秏	kou
科	shina
秒	nogi
秔	uruchi
秕	shiina
秖	minoru
秘	himeru
秘密	himitsu
秚	yawaragu
秝	narabu
秞	shigeru
租	mitsugi
秠	kurokibi
秡	hatsu
秢	yohai
秣	magusa
秤	hakari
秥	ine
秦	shin
秧	nae
秩	tsuide
秪	minoru
秫	mochiawa
秬	kurokibi
秭	shi
称	hakaru
秱	tou
秸	wara
移	utsuru
秼	norofu
稀	mare
稂	imigara
稃	momigara
稅	mitsugi
稇	ureru
稈	wara
稉	uruchi
稊	inubie
程	hodo
稌	ine
稍	youyaku
税	mitsugi
稑	wase
稔	minoru
稕	warataba
稗	hie
稘	hitotose
稙	hayai
稚	osanai
稛	kukuru
稜	kado
稞	mugi
稟	komegura
稠	shigeru
稡	atsumaru
稧	wara
稫	shigeru
稭	wara
種	tane
稯	taba
稰	sho
稱	hakaru
稲	ine
稳	odayaka
稴	uruchi
稵	ueru
稷	kibi
稸	tsumu
稹	shigeru
稺	okute
稻	ine
稼	minori
稽	todomeru
稾	wara
稿	wara
穀	tanatsumotsu
穂	ho
穃	you
穄	kurokibi
穅	nuka
穆	yawaragu
穇	hie
穈	bon
穉	osanai
穌	kakiatsumeru
積	tsumu
穎	hosaki
穏	odayaka
穐	aki
穕	shou
穖	ki
穗	ho
穙	shigeru
穜	okute
穝	sai
穟	ho
穠	shigeru
穡	toriire
穢	kegareru
穣	yutaka
穥	ueru
穧	kariine
穩	odayaka
穪	tonaeru
穫	karu
穭	ryo
穰	yutaka
穴	ana
穵	ana
究	kiwameru
穸	yoru
穹	sora
空	sora
穽	otoshiana
穾	hukai
穿	ugatsu
窀	atsui
突	tsuku
窂	michiru
窃	nusumu
窄	semai
窅	you
窆	houmuru
窈	kurai
窊	kubomu
窋	chutsu
窐	utsuro
窑	kama
窒	fusagu
窓	mado
窔	hukai
窕	utsukushii
窖	anagura
窗	mado
窘	kurushimu
窞	ana
窟	iwaya
窠	su
窣	sotsu
窩	muro
窪	kubo
窬	kugurido
窮	kiwameru
窯	kama
窰	kama
窳	kubomu
窵	okuhukai
窶	yatsureru
窹	kamado
窺	ukagau
窻	mado
窼	negura
窿	yuminari
竃	kamado
竄	kakureru
竅	ana
竆	kiwaameru
竇	ana
竈	kamado
竉	ana
竊	nusumu
立	tatsu
竌	tadashii
竍	dekaritto
竎	noboru
竏	kirorittoru
竑	hiroi
竒	kushi
竓	miririttoru
竕	deshiritto
站	tatsu
竚	tatazumu
竛	iku
竜	tatsu
竝	naraberu
竟	owaru
章	aya
竡	hekutoritto
竢	matsu
竣	owaru
童	warabe
竦	tsutsushimu
竨	takakukewashii
竩	yoshimi
竪	tatsu
竫	yasuraka
竬	tatsu
竭	tsukiru
端	hashi
竰	senchiritto
竱	hitoshii
竴	yorokobusama
競	kisou
竸	kisou
竹	take
竺	take
竻	soji
竼	toma
竽	hue
竾	hue
竿	sao
笂	utsubo
笄	kougai
笆	ibaratake
笇	kazoeru
笈	oi
笊	zaru
笋	takenoko
笏	shaku
笑	warau
笔	hude
笘	muchi
笙	fue
笛	fue
笞	muchi
笟	taga
笠	kasa
笣	hou
笥	hako
符	warifu
笧	shigaramu
笨	arai
笩	tobiagaru
笪	utsu
笫	yuka
第	tsuide
笭	chiriyoke
笮	semai
笯	torikago
笰	ooi
笱	kou
笳	ashibue
笴	yagara
笵	nori
笶	ya
笹	sasa
笽	souke
笿	wankago
筀	take
筁	kahikonosu
筅	sasara
筆	fude
筇	take
筈	yahazu
等	hitoshii
筋	suji
筌	ue
筍	takenoko
筎	makihada
筏	ikada
筐	kago
筑	hirou
筒	tsutsu
答	kotaeru
筕	takemushiro
策	muchi
筝	koto
筠	take
筤	kago
筥	hako
筦	hue
筧	kakei
筩	tou
筪	take
筬	osa
筭	soroban
筮	medogi
筯	hashi
筰	semaru
筱	shino
筲	hugo
筳	itokuda
筴	medogi
筵	mushiro
筷	hashi
筺	kago
筿	shino
箄	kago
箆	hera
箇	ko
箉	kai
箋	fuda
箍	taga
箎	ko
箏	koto
箐	sei
箑	ougi
箒	houki
箔	sudare
箕	mi
箖	take
算	kazoeru
箘	shinodake
箙	ebira
箚	sasu
箛	hue
箜	kou
箝	hasamu
箞	tawameru
箟	shinodake
箠	take
管	kuda
箥	ha
箪	hako
箬	takenokawa
箭	ya
箯	takegoshi
箰	takenoko
箱	hako
箲	sasara
箴	hari
箵	sei
箶	take
箸	hashi
箺	take
箻	ritsu
箼	shigeru
箽	take
節	fushi
篁	takamura
篂	sei
範	nori
篅	zaru
篆	koshikishiba
篇	maki
篈	hou
築	kizuku
篊	toi
篋	hako
篌	kou
篏	hasamu
篔	take
篖	tou
篗	waku
篙	sao
篚	hako
篛	takenokawa
篝	fusego
篠	shino
篡	ubau
篤	atsui
篥	ritsu
篦	hera
篨	takemushiro
篩	furui
篪	hue
篭	kago
篲	houki
篳	magaki
篴	hue
篵	sou
篶	en
篷	toma
篸	sorowanai
篹	katami
篺	ikada
篼	kaibaoke
篾	betsu
簀	su
簁	hurui
簂	kataminomono
簃	wakibeya
簄	ko
簆	osa
簇	muragaru
簉	soeru
簋	ki
簌	hurui
簍	rou
簎	yasu
簏	hako
簑	mino
簒	ubau
簓	sasara
簔	mino
簗	yana
簘	fue
簙	sugoroku
簛	furui
簞	hako
簟	takamushiro
簠	fu
簡	fuda
簣	ajika
簥	kyou
簦	kasa
簧	shita
簨	yokogi
簪	kanzashi
簫	fue
簬	take
簱	hata
簳	shino
簴	kyo
簶	roku
簷	hisashi
簸	hiru
簹	take
簺	sogo
簽	kago
簾	sudare
簿	choumen
籀	yomu
籃	kago
籆	itowaku
籊	teki
籌	kazutori
籍	fumi
籏	hata
籐	tou
籑	sen
籒	yomu
籓	han
籔	komeagesa
籕	ryuu
籖	kuji
籘	tou
籙	honbako
籚	e
籛	take
籜	takenokawa
籝	kago
籞	tomeba
籟	fue
籠	kago
籡	shinshi
籣	ebira
籤	kuji
籥	fue
籧	kyo
籩	takatauki
籬	magaki
籭	furubi
籮	mi
籰	itowaku
籲	yobu
米	kome
籵	dekameetoru
籹	jo
籼	uruchi
籽	shi
籾	momi
粁	kiromeetoru
粂	kume
粃	shiina
粆	sa
粇	nuka
粉	kona
粋	iki
粍	mirimeetoru
粏	nukamiso
粐	ro
粒	tsubu
粔	go
粕	kasu
粗	arai
粘	nebaru
粛	tsutsushimu
粞	kogome
粟	awa
粠	sukumo
粡	chimaki
粢	kibi
粤	kokoni
粥	kayu
粦	rin
粧	yosoou
粨	hekutomeetoru
粫	ji
粭	sukumo
粮	kate
粰	okoshi
粱	awa
粲	ii
粳	uruchi
粵	kokoni
粶	hazekome
粷	kona
粹	iki
粺	shirageyone
粻	kate
粼	seseragi
粽	chimaki
精	shirageyone
粿	shirageyone
糀	kouji
糂	konagaki
糄	kome
糅	majiru
糇	hoshiii
糈	kate
糉	chimaki
糊	nori
糍	shi
糎	senchimeeto
糏	kogome
糒	hoshiii
糓	koku
糔	shiru
糕	konamochi
糖	ame
糗	irigome
糘	sukumo
糙	kurogome
糚	yosoou
糜	kayu
糝	konagaki
糞	kuso
糟	kasu
糠	nuka
糢	kata
糤	okoshi
糦	sakesakana
糧	kate
糩	nuka
糫	mochi
糯	mochigome
糰	dango
糲	kurogome
糴	kaiyone
糵	getsu
糶	uriyone
糸	ito
糺	azanau
系	tsunagu
糾	azanau
紀	osameru
紂	shirigai
紃	himo
約	tsuzumeru
約束	yakusoku
紅	beni
紆	magaru
紇	kotsu
紈	shiroginu
紉	nawa
紊	midareru
紋	aya
納	osameru
紏	tsugeru
紐	himo
紑	azayaka
紒	yuu
紓	yurui
純	kiito
紕	fuchikazari
紖	chin
紗	usuginu
紘	oozuna
紙	kami
級	shina
紛	magireru
紜	midareru
紝	hataito
紞	himo
素	shiroginu
紡	tsumugu
索	nawa
紣	sai
紦	kinu
紪	kinunoaya
紫	murasaki
紬	tsumugu
紭	aminotsuna
紮	tabaneru
累	shibaru
細	hosoi
紱	himo
紲	kizuna
紳	ooobi
紵	ichibi
紹	tsugu
紺	kon
紼	tsuna
紽	ta
紾	motoru
紿	azamuku
絀	akai
絁	tsumugi
終	owaru
絃	ito
組	kumu
絅	hikishimeru
絆	kizuna
絇	kutsukazari
絈	tsutsumu
絋	wata
経	heru
絍	hataito
絎	kukeru
絏	kizuna
結	musubu
絑	shiyu
絓	kakaru
絕	taeru
絖	wata
絗	itogameguru
絙	kumihimo
絚	kou
絛	sanada
絜	asa
絝	zubon
絞	shimeru
絡	karamu
絢	aya
絣	kasuri
絥	hi
給	tamau
絧	nuno
絨	neriito
絪	in
絮	wata
絰	tetsu
統	suberu
絲	ito
絳	aka
絵	e
絶	taeru
絸	kinu
絹	kinu
絺	hosonuno
絻	mohuku
絽	ro
絿	kibishii
綁	shibaru
綂	hoobiru
綃	kiito
綅	ito
綆	tsurubinawa
綈	tsumugi
綉	nuitori
綋	tsuna
綌	kuzununo
綍	hitsuginawa
綏	yasui
綑	oru
經	heru
綖	en
綗	hiku
継	tsugu
続	tsuzuku
綛	kase
綜	suberu
綝	tomeru
綞	aya
綟	moji
綠	midori
綢	matou
綣	maku
綦	ayaginu
綧	midareru
綪	sen
綫	suji
綬	himo
維	tsuna
綮	hatajirushi
綯	nau
綰	waganeru
綱	tsuna
網	ami
綳	tabaneru
綴	tsuzuru
綵	ayaginu
綶	matou
綷	sai
綸	ito
綹	ito
綺	aya
綻	hokorobiru
綽	yuruyaka
綾	aya
綿	wata
緂	azayaka
緃	iroginu
緄	obi
緅	shuu
緆	hosonuno
緇	kuro
緊	chijimu
緋	aka
緌	kanmurinohimo
緍	tsuriito
緎	nuikagiri
総	fusa
緑	midori
緒	o
緕	kasuri
緖	o
緗	asagi
緘	tojiru
緙	nuu
線	suji
緜	tsuranaru
緝	tsumugu
緞	donsu
締	shimaru
緡	tsuriito
緢	bou
緣	fuchi
緤	kizuna
緥	mutsuki
緦	nuno
編	amu
緩	yurui
緪	kou
緫	subite
緬	hosoito
緭	kinu
緯	yokoito
緱	tsuka
緲	kasuka
練	neru
緵	ito
緶	toru
緹	akaginu
緺	kai
緻	komakai
緼	hurui
縀	kutsu
縁	fuchi
縂	fusa
縄	nawa
縅	odoshi
縆	kou
縈	meguru
縉	sashihasamu
縊	kubiru
縋	sugaru
縐	chijimi
縑	kinu
縒	yoru
縕	hurui
縗	sai
縛	shibaru
縜	hosohimo
縝	asaito
縞	shiroginu
縟	shigeshi
縠	mojiri
縡	koto
縢	karageru
縣	kakeru
縦	tate
縧	sanada
縨	horo
縫	nuu
縬	chijimu
縭	kagiru
縮	chijimu
縯	nagai
縱	tate
縲	shibaru
縳	shiroginu
縴	wata
縵	yuruyaka
縶	tsunagu
縷	ito
縹	hanadairo
縺	motsureru
縻	kizuna
總	fusa
績	tsumugu
縿	hataashi
繁	shigeshi
繃	tsukane
繄	hokobakuro
繅	kuru
繆	tsukaneru
繇	shitagau
繈	zenisashi
繊	hosoi
繋	tsunagu
繍	nuitori
繎	motsureru
繐	kei
繒	kinu
織	oru
繕	tsukurou
繖	kasa
繘	tsurubinawa
繙	himotoku
繚	meguru
繝	aya
繞	matou
繟	yurui
繡	nuitori
繢	oriamari
繤	atsumeru
繥	warafu
繦	zenisashi
繧	un
繩	nawa
繪	shishuumoyo
繫	tsunagu
繭	mayu
繮	tazuna
繯	karamu
繰	kuru
繳	kaesu
繸	himo
繹	nuku
繻	usuginu
繼	tsugu
繽	hin
繾	teatsui
繿	ran
纁	usuiakairo
纂	atsumeru
纃	kasuri
纆	nawa
纇	hushiito
纈	shibori
纉	tsugu
纊	nume
續	tsuzuku
纍	tsuzuru
纎	hosoi
纏	matou
纐	kou
纑	nunoito
纒	matou
纓	kazarihimo
纔	wazuka
纕	udemakurisuru
纖	hosoi
纘	tsugu
纚	kamizutsumi
纛	hataboko
纜	tomozuna
纝	matofu
纞	tsuzuku
纮	oozuna
纻	ichibi
绹	nau
缐	suji
缶	hotogi
缷	orosu
缸	kame
缺	kakeru
缻	fu
缼	kaakeru
缽	hachi
缾	bin
缿	zenigame
罃	ou
罄	munashii
罅	hibi
罇	kame
罌	motai
罍	sakadaru
罎	bin
罏	sakadaru
罐	kan
网	ami
罒	yonkashira
罓	yonkashira
罔	ami
罕	mare
罘	usagiami
罛	uoami
罜	ami
罝	ami
罟	ami
罠	ami
罡	kou
罣	kakeru
罤	isagiami
罥	kakeru
罦	ami
罧	fushizuke
罨	ami
罩	komeru
罪	tsumi
罫	kei
罭	yoku
置	oku
罰	tsumi
罱	gun
署	yakuwari
罵	nonoshiru
罶	yana
罷	yameru
罸	togameru
罹	kakaru
罽	uoami
罾	sou
罿	musouami
羀	yana
羂	wana
羃	ooi
羅	ami
羆	higuma
羇	omogai
羈	omogai
羊	hitsuji
羋	ba
羌	ebisu
羍	tatsu
美	utsukushii
羏	yoi
羐	michibiku
羑	michibiku
羔	kohitsuji
羖	hitsuji
羗	ebisu
羘	ohitsuji
羚	kamoshika
羜	kohitsuji
羝	ohitsuji
羞	susumeru
羡	urayamu
羢	jou
羣	muragaru
群	muragaru
羦	kan
羨	urayamu
義	yoi
羪	yashinau
羭	yu
羮	atsumono
羯	katsu
羲	iki
羴	namagusai
羶	namagusai
羸	tsukareru
羹	atsumono
羼	majiriau
羽	ha
羿	gei
翀	tobiagaru
翁	okina
翃	kou
翅	tsubasa
翆	kawasemi
翈	hane
翊	ake
翌	tobu
翎	hane
翏	ryuu
習	narau
翔	kakeru
翕	au
翛	hayai
翟	kiji
翠	kawasemi
翡	kawasemi
翣	hitsugikazari
翥	agaru
翦	kiru
翨	arai
翩	hirugaeru
翫	moteasobu
翬	tobu
翮	hanenomoto
翯	tsuyagaaru
翰	yamadori
翲	tobu
翳	kinugasa
翹	tsumadateru
翺	kakeru
翻	hirugaeru
翼	tsubasa
翽	habataki
翾	tobu
翿	hataboko
耀	kagayaku
老	oiru
考	kangaeru
耄	oiboreru
者	mono
耆	oiru
耇	oiru
耈	oiru
耉	oiru
耊	tetsu
耋	toshori
而	shikoushite
耍	subayai
耎	yowai
耏	hoohige
耐	taeru
耑	hashi
耒	suki
耓	sukinoha
耔	tsuchikau
耕	tagayasu
耖	tagayasu
耗	heru
耘	kusagiru
耙	ha
耜	suki
耝	suki
耞	karazao
耟	sukinoha
耠	tagayasu
耡	suku
耤	kariru
耦	gou
耨	kuwa
耬	rou
耮	rou
耰	narasu
耳	mimi
耴	chou
耵	mimikuso
耶	ya
耷	tou
耹	oto
耺	miminari
耻	hajiru
耼	tan
耽	fukeru
耾	sasayaku
耿	hikari
聀	shoku
聄	shin
聆	kiku
聊	isasaka
聒	kamabisushi
聖	hijiri
聘	tou
聚	atsumaru
聞	kiku
聟	muko
聠	tojiru
聡	satoi
聢	shikato
聤	mimidare
聦	satoi
聨	tsuraneru
聫	tsuranaru
聭	hajiru
聮	tsuranaru
聯	tsuranaru
聰	satoi
聱	kikanai
聲	koe
聳	sobieru
聴	kiku
聵	tsunbo
聶	sasayaku
職	tsukasa
聹	mimiaka
聼	kiku
聽	kiku
聾	tsunbo
聿	fude
肁	hajime
肄	narau
肅	tsutsushimu
肆	tsuraneru
肇	hajimeru
肈	hajime
肉	shishi
肋	abara
肌	hada
肎	gaenjiru
肓	munamoto
肖	niru
肘	hiji
肚	hara
肛	hareru
肜	matsuri
肝	kimo
肞	sa
股	mata
肢	teashi
肥	koeru
肦	takai
肧	haramu
肩	kata
肪	koeru
肫	hoobone
肬	ibo
肭	koeru
肯	ubenau
肱	hiji
育	sodateru
肴	sakana
肸	hirogaru
肹	hi
肺	hai
胃	ibukuro
胄	yotsugi
胆	kimo
胈	hatsu
胊	ku
背	se
胍	ko
胎	haramu
胏	shi
胒	dei
胔	shi
胕	harawata
胖	yutaka
胗	kuchinohibi
胘	i
胙	himorogi
胚	haramu
胛	kaigaraho
胝	tako
胞	ena
胠	wakinoshita
胡	nanzo
胤	tane
胥	ai
胭	nodo
胮	hou
胯	mata
胰	seniku
胱	kou
胲	oyayubi
胳	waki
胴	dou
胶	koe
胸	mune
胹	niru
胺	niou
胼	akagire
能	atau
胾	kirimi
脂	abura
脃	moroi
脅	obyakasu
脆	moroi
脇	waki
脈	suji
脉	suji
脊	se
脋	obiyaakasu
脖	hotsu
脗	au
脘	kan
脚	ashi
脛	sune
脜	yawaragu
脞	komakai
脠	hishiho
脣	kuchibiru
脤	himorogi
脧	heru
脩	osameru
脫	nugu
脬	boukou
脯	hojishi
脰	unaji
脱	nugu
脳	noumiso
脵	mata
脹	fukureru
脺	moroi
脼	hojishi
脾	hizou
腁	akagire
腅	niku
腆	atsui
腇	ueru
腊	hojishi
腋	waki
腌	shiozuke
腎	kaname
腐	kusaru
腑	harawata
腒	hojishi
腓	komura
腔	utsuro
腕	ude
腗	hi
腘	hikagami
腟	chitsu
腠	kime
腡	ra
腥	namagusai
腦	nou
腧	shu
腨	komura
腩	dan
腫	hareru
腭	haguki
腮	ago
腯	koeru
腰	koshi
腱	ken
腴	koeru
腷	komoru
腸	harawata
腹	hara
腺	sen
腽	otsu
腿	momo
膀	wakibara
膁	umai
膂	sebone
膃	otsu
膄	yaseru
膅	tou
膆	koeru
膈	munenouchi
膊	hojishi
膋	aburu
膌	seki
膎	hojishi
膏	abura
膐	sebone
膓	harawata
膕	hikagami
膖	hareru
膘	abara
膚	hada
膛	tou
膜	maku
膝	hiza
膞	kirimi
膠	nikawa
膢	rou
膣	chitsu
膤	tara
膨	fukuramu
膩	abura
膮	atsumono
膰	himorogi
膲	minowata
膳	susumeru
膴	hojishi
膵	sui
膸	ana
膺	mune
膻	kimo
膽	kimo
膾	namasu
膿	umi
臀	shiri
臂	hiji
臃	haremono
臅	shoku
臆	mune
臈	rou
臉	mabuta
臊	abura
臋	shiri
臍	hozo
臎	sui
臏	hin
臑	sune
臓	harawata
臕	hyou
臗	karada
臘	rou
臙	nodo
臚	kawa
臛	atsumono
臝	hadaka
臞	yaseru
臟	harawata
臠	kirimi
臡	hishio
臣	omi
臤	katai
臥	fusu
臧	yoi
臨	nozomu
自	mizukara
臫	tsutsushimu
臭	kusai
臰	kusaai
臱	ben
臲	ayaui
至	itaru
致	itasu
臵	itaru
臶	hutatabi
臸	itaru
臹	narau
臺	utena
臻	itaru
臼	usu
臽	otoshiana
臾	kubomi
臿	usujiku
舀	kumu
舁	kaku
舂	usuzuku
舃	kasasagi
舄	kasasagi
舅	shuuto
與	kumisuru
興	okoru
舉	ageru
舊	hisashii
舌	shita
舍	yadoru
舎	yadoru
舏	nametoru
舐	nameru
舒	noberu
舓	nameru
舔	nameru
舖	mise
舗	shiku
舘	yakata
舙	tahakaru
舚	ten
舛	somuku
舜	hirugao
舝	kusabi
舞	mau
舟	fune
舡	hune
舢	san
舨	han
舩	fune
航	wataru
舫	moyaibune
般	meguru
舮	hesaki
舲	kobune
舳	tomo
舴	taku
舵	kaji
舶	oubune
舷	funabata
舸	fune
船	fune
舺	hune
艀	hashike
艃	ri
艄	tomo
艅	yo
艆	fune
艇	fune
艋	hune
艎	hune
艏	hune
艑	hen
艖	kobune
艘	fune
艙	sou
艚	fune
艜	tai
艝	sori
艟	ikusabune
艠	yofune
艢	shou
艣	kai
艤	funayosooi
艦	ikusabune
艧	fune
艨	ikusabune
艪	kai
艫	hesaki
艭	sou
艮	ushitora
良	yoi
艱	nayamu
色	iro
艴	okoru
艶	namamekashii
艷	namamekashii
艸	kusa
艻	yubinomata
艽	areno
艾	yomogi
艿	jou
芀	shou
芁	kou
芃	sakan
芄	gagaimo
芇	ataru
芈	ba
芉	hatomugi
芊	shigeru
芋	imo
芍	kurokuwai
芎	kyuu
芑	chisa
芒	nogi
芔	kusa
芖	osameru
芘	hi
芙	hasu
芚	ton
芛	i
芝	shiba
芟	karu
芠	yukinoshita
芡	ken
芣	sakan
芤	negi
芥	karashi
芦	ashi
芧	mikuri
芨	sokuzu
芩	jishibari
芪	hanasuge
芫	satsumafuji
芬	koubashii
芭	hana
芮	zei
芯	hosoi
芰	hishi
花	hana
芲	hana
芳	kanbashii
芴	butsu
芷	kusa
芸	waza
芹	seri
芺	azami
芻	magusa
芼	habikoru
芽	me
芾	hi
芿	jou
苅	karu
苆	susa
苐	tsubana
苑	sono
苒	zen
苓	miminagusa
苔	koke
苕	endou
苗	nae
苙	ori
苚	you
苛	komakai
苜	boku
苞	tsuto
苟	iyashikumo
苠	ooi
苡	i
苢	kusa
苣	taimatsu
苤	hi
若	moshikuha
苦	nigai
苧	karamushi
苨	tsuriganesou
苪	akiraka
苫	toma
苭	you
苯	hon
英	hanabusa
苳	fuki
苴	tsuto
苶	tsukareru
苷	kan
苹	ukikusa
苺	ichigo
苻	saya
苽	makomo
苾	kaoru
茀	husagu
茁	mebae
茂	shigeru
范	hachi
茄	nasu
茅	kaya
茆	menawa
茇	ne
茈	murasaki
茉	matsu
茊	koko
茋	tsuriganesou
茍	kyoku
茎	kuki
茖	yamanira
茗	cha
茘	oonira
茛	torikabuto
茜	akane
茝	yoroigusa
茞	shin
茟	akaza
茡	u
茢	ashinoho
茣	go
茨	ibara
茫	tooi
茬	shigeru
茭	magusa
茮	naruhajikami
茯	fuku
茰	yu
茱	gumi
茲	shigeru
茳	kou
茴	kai
茵	shitone
茶	cha
茷	shigeru
茸	shigeru
茹	kuu
茺	shuu
茼	shiyungiku
茽	muragaru
荀	jun
荂	hana
荃	karashiae
荄	ne
荅	azuki
荆	ibara
荇	hanajunsai
草	kusa
荊	ibara
荍	zeniaoi
荎	chi
荏	e
荐	shikirini
荑	tsubana
荒	areru
荓	byou
荔	oonira
荕	hone
荖	kinma
荗	shoku
荘	ogosoka
荰	to
荳	mame
荵	shinobu
荷	ni
荸	hotsu
荻	ogi
荼	nigana
荽	i
荿	sei
莀	shin
莂	taneomaku
莄	kou
莅	nozomu
莆	fu
莇	kuko
莉	chi
莊	ogosoka
莍	kyuu
莎	hamasuge
莒	imo
莓	ichigo
莔	hahaguri
莕	hanajunsai
莖	kuki
莘	shin
莙	mo
莚	mushiro
莛	kuki
莜	kusatori
莝	kiriwara
莞	i
莟	tsubomi
莠	hagusa
莢	saya
莦	midareru
莧	hiyu
莨	tabako
莩	fu
莪	kitsuneaza
莫	kure
莬	bun
莭	fushi
莱	akaza
莵	usagi
莽	kusa
莾	kusa
莿	toge
菀	sono
菁	kabu
菅	suge
菇	karasuuri
菉	kariyasu
菊	kikunohana
菌	kinoko
菎	kon
菏	kusa
菐	wazurahashii
菑	arechi
菓	kudamono
菔	daikon
菖	shoubu
菘	touna
菜	na
菝	hatsu
菟	usagi
菠	karana
菨	asagi
菩	hotokegusa
菪	onihirugusa
菫	sumire
華	hana
菰	makomo
菱	hishi
菲	usui
菴	iori
菶	hou
菷	harau
菸	en
菹	tsukemono
菻	kitsuneaza
菼	ogi
菽	mame
萁	mamegara
萃	atsumaru
萄	budou
萅	haru
萆	hi
萇	chou
萊	akaza
萋	sei
萌	mebae
萍	ukikusa
萎	naeru
萏	hanayaka
萑	ogi
萓	gi
萕	nazuna
萙	kutabireru
萛	kyuu
萠	mebae
萢	yaji
萩	hagi
萪	kuwa
萬	yorozu
萯	karasuuri
萱	kaya
萵	wa
萸	yu
萹	niwayanagi
萼	utena
落	ochiru
葅	tsukemono
葆	moto
葇	juu
葈	karamushi
葉	ha
葊	iori
葍	hirugao
葎	mugura
葏	shigeru
葑	kabura
葒	ootade
葖	daikon
著	arawasu
葘	arechi
葙	nogeitou
葚	sawara
葛	kuzu
葜	kusa
葠	shin
葡	ho
葢	kasa
董	tadasu
葤	tsutsumu
葥	kiichigu
葦	ashi
葧	shiroyomogi
葩	hana
葪	saku
葫	ninniku
葬	houmuru
葭	ashi
葮	mukuge
葯	yoroigusa
葰	shiyuuga
葱	negi
葳	i
葴	yamaai
葵	aoi
葶	inunazuna
葷	namagusa
葸	yoi
葹	onamomi
葺	fuku
葼	koeda
葽	you
蒁	shutsu
蒂	heta
蒄	kan
蒅	sukumo
蒋	makomo
蒐	akane
蒒	koubaumugi
蒓	nunawa
蒔	ueru
蒕	un
蒖	asaza
蒙	oou
蒜	hiru
蒞	tsuku
蒟	kon
蒡	hou
蒦	hakaru
蒨	akane
蒩	so
蒪	haku
蒭	magusa
蒯	kai
蒱	ho
蒲	gama
蒴	sokuzu
蒸	musu
蒹	ogi
蒺	hamabishi
蒻	mushiro
蒼	ao
蒽	on
蒾	gamazumi
蒿	yomogi
蓀	son
蓁	kusamura
蓂	mei
蓄	takuwaeru
蓆	mushiro
蓇	kotsu
蓈	inuawa
蓉	you
蓊	tou
蓋	kasa
蓌	itsuwaru
蓍	medogi
蓏	uri
蓐	shitone
蓑	mino
蓓	tsubomi
蓖	hi
蓙	za
蓚	shibukusa
蓜	hai
蓧	shino
蓪	akebi
蓬	yomogi
蓮	hasu
蓯	kabura
蓰	shi
蓱	ukikusa
蓲	nunawa
蓴	nunawa
蓷	mehajiki
蓺	gei
蓻	shuu
蓼	tade
蓽	mame
蓿	shuku
蔀	shitomi
蔂	motsuko
蔃	kyou
蔆	hishi
蔇	kike
蔌	na
蔎	kanbashii
蔏	shou
蔐	ogi
蔑	sagesumu
蔓	tsuru
蔔	daikon
蔕	heta
蔗	satoukibi
蔘	ninjin
蔚	otokoyomoki
蔜	hakobi
蔞	yomogi
蔟	mabushi
蔡	akuta
蔢	ha
蔣	makomo
蔤	bitsu
蔥	negi
蔦	tsuta
蔧	houkigusa
蔪	tsutsumu
蔫	shibomu
蔬	aomono
蔭	kage
蔯	kawarayomugi
蔲	kou
蔳	akane
蔴	asa
蔵	kura
蔶	sonoko
蔽	oou
蔿	i
蕀	kyoku
蕁	hanasuge
蕃	shigeru
蕆	imashimeru
蕈	kinoko
